date,train_id,depot,rs_days_from_plan,sig_days_from_plan,tel_days_from_plan,job_open_count,job_critical_count,branding_req_hours,branding_alloc_hours,mileage_km,bogie_wear_index,cleaning_slot,stabling_position,estimated_shunting_mins,prev_night_shunting_count,iot_temp_avg_c,hvac_alert,last_maintenance_date,predicted_failure_risk,manual_override_flag,assigned_status,predicted_shuntingmins
2025-09-21,KM-T137,Tripunithura Depot,8.907550792192938,-8.511112977455758,-15.75992856526006,2.026987950094069,0.9895429066239568,14.299092538716298,3.3148102019771506,4186.903834939104,0.2658166982696446,Night-A,Bay-11,12.664848394888548,1.0907684857298128,28.572163087245062,0.0,2025-05-23,0.4042619011965189,0.0,Unknown,24.706724
2025-09-21,KM-T104,Tripunithura Depot,-2.16023785753238,17.905723886947452,11.721059483544456,0.9473880293291213,0.0,5.240274681862238,0.8915611488875916,5841.307646937331,0.4134112780773172,No-Clean,Bay-8,35.103008752345616,0.0,31.33821153363077,0.0,2025-05-16,0.1936579895606399,0.0,Unknown,36.644268
2025-09-21,KM-T134,Tripunithura Depot,-14.565909124972922,-9.687808448792588,-1.9208301773868368,4.162288149452571,0.9905279387798184,5.3311655280219234,1.2318242104124983,8093.292575768703,0.6834535003135113,Night-B,Bay-4,55.78245876290842,1.0627202395911133,26.351639476056643,0.0,2025-06-16,0.552368819242393,0.0,Unknown,46.598343
2025-09-21,KM-T131,Tripunithura Depot,27.60299413251805,36.209699598525184,12.232018350409469,5.403654829859862,0.0,7.243908589385658,13.03723015729927,2889.659546037992,0.1473557882848016,Night-A,Bay-10,21.90401807770718,2.030110254591753,26.028402135638647,0.0,2025-08-17,0.1018067590123225,0.0,Unknown,2.3743591
2025-09-21,KM-T104,Tripunithura Depot,-11.362910731621271,9.30862917586808,1.8523152685303408,1.0391790443549485,0.0,5.554389067543945,4.939413836701061,8336.509461200072,0.4751703034532537,No-Clean,Bay-8,35.61943062973425,0.0,30.964775952705352,0.0,2025-05-16,0.3383234944520538,0.0,Unknown,36.38752
2025-09-21,KM-T104,Tripunithura Depot,7.61690862163651,25.001570332905384,21.65913275266276,0.0,0.0,5.333358462686883,1.069672408333752,3888.6280057041818,0.2756078162215831,No-Clean,Bay-8,36.59821962654751,0.0,30.913664501276443,0.0,2025-05-16,0.1502773514245148,0.0,Unknown,37.152164
2025-09-21,KM-T118,Pettah Depot,-1.9595352267495103,-17.348272001512022,-2.044823554109762,2.107264612358197,0.0,6.384187879983488,2.623307595740721,5778.921508693717,0.3829498954899472,Night-B,Bay-11,27.2931439522262,0.9725952523475564,26.59380353215812,0.0,2025-06-11,0.337650592707186,0.99681449043898,Unknown,17.779984
2025-09-21,KM-T135,Tripunithura Depot,52.1076460085532,33.47622613165064,-9.020489868957672,1.8393797863582264,1.0049265451812468,14.024236668778538,12.37041014659624,3266.056768326358,0.3112012633642708,Night-A,Bay-8,49.91768618248554,0.0,25.949342350389703,0.0,2025-06-08,0.430170866657118,0.0,Unknown,19.516354
2025-09-21,KM-T118,Pettah Depot,4.758203737765646,-11.02281723164059,5.006508018494099,1.8911649277410367,0.0,6.506640777542679,2.6552080319089666,4736.8792795983845,0.2606704289100191,Night-B,Bay-11,27.888944853275987,1.025714913612994,28.298780017471717,0.0,2025-06-11,0.1478287503660424,0.9760520437320844,Unknown,33.127556
2025-09-21,KM-T125,Pettah Depot,18.52663622685226,10.653254206400051,19.47420820014355,0.0,0.0,3.632276942198721,3.855196820368571,5287.049830978737,0.3558996327348144,Night-B,Bay-12,17.519102929790822,1.0302334001912696,26.938668274521653,0.0,2025-05-07,0.1578201016286626,0.0,Unknown,16.760618
